Rank,Coin Name,Symbol,Price,1h,24h,7d,30d,24h Volume,Circulating Supply,Total Supply,Market Cap,Sector
1994,Revolve Games,RPG,0.02,-0.8,-12.3,-16.6,45.6,16266.0,57033164.0,95000000.0,1220469.0,Altcoin
1995,SHOPX,SHOPX,0.01,0.4,-0.4,12.9,12.1,155226.0,161650222.0,500000000.0,1217452.0,Altcoin
1996,OneArt,1ART,0.01,0.1,-7.5,-19.0,-9.7,42093.0,202342004.0,0.0,1217393.0,Altcoin
1997,EpiK Protocol,AIEPK,0.01,-1.4,-1.6,31.5,90.5,114664.0,155106967.0,400000000.0,1214037.0,Infrastructure/L1/L2
1998,Spain National Football Team Fan Token,SNFT,0.05,2.3,7.6,33.1,32.3,110129.0,22903472.0,22900000.0,1212241.0,Altcoin
1999,Tidal Finance,TIDAL,0.0,0.3,18.8,4.5,81.5,266084.0,5998883318.0,19800000000.0,1212304.0,DeFi
2000,XSwap Protocol,XSP,0.0,-0.1,-4.2,-1.6,9.6,3046.0,2397019873.0,13000000000.0,1206457.0,Infrastructure/L1/L2
2001,LGCY Network,LGCY,0.0,0.1,-3.1,-8.7,-15.9,56888.0,12305592497.0,100000000000.0,1200965.0,Infrastructure/L1/L2
2002,Pillar,PLR,0.0,0.0,13.5,3.2,20.4,585.0,259348201.0,800000000.0,1200782.0,Altcoin
2003,ZeroLiquid,ZERO,0.16,2.1,-5.9,-5.0,2.6,54937.0,7723302.0,80300000.0,1199804.0,Altcoin
2004,Plasma Finance,PPAY,0.0,-0.1,-1.4,12.5,-9.9,617.0,950000000.0,1000000000.0,1199366.0,DeFi
2005,Decentral Games ICE,ICE,0.0,0.7,-3.4,-7.2,0.3,14296.0,398325652.0,411000000.0,1197288.0,Altcoin
2006,Agave,AGVE,43.07,0.5,2.2,22.9,51.2,6819.0,27800.0,100000.0,1195382.0,Altcoin
2007,Blacksmith Token,BS,0.0,-0.1,4.2,-18.8,-44.7,14814.0,310124648.0,1000000000.0,1191503.0,Altcoin
2008,Onigiri Kitty,OKY,0.01,-0.5,-9.9,-13.8,0.0,2037.0,109215879.0,109000000.0,1189972.0,Altcoin
2009,AntiMatter,MATTER,0.04,-1.1,3.4,12.9,37.5,301545.0,33194608.0,100000000.0,1189756.0,Altcoin
2010,DogeBonk,DOBO,0.0,-0.6,-10.1,-8.7,10.2,1600.0,555679170768111.0,1000000000000000.0,1188299.0,Memecoin
2011,Silent Notary,UBSN,0.0,0.6,-4.6,-0.5,-18.0,158537.0,159642058841.0,186000000000.0,1188027.0,Altcoin
2012,0xBitcoin,0XBTC,0.11,-0.2,-0.2,-0.4,-5.1,378.0,10835900.0,21000000.0,1187469.0,Infrastructure/L1/L2
2013,Natus Vincere Fan Token,NAVI,0.37,-0.7,0.5,0.4,29.4,9769.0,3172360.0,5000000.0,1178566.0,Altcoin
2014,Flooring Protocol μMutantApeYachtClub,ΜMAYC,0.01,-0.4,-1.3,-13.4,0.0,44490.0,122000000.0,122000000.0,1177230.0,Infrastructure/L1/L2
2015,FaraLand,FARA,0.03,-0.3,-10.1,-5.1,2.7,34920.0,40350000.0,71000000.0,1175867.0,Altcoin
2016,April,APRIL,0.01,-0.6,-6.7,-4.5,-36.7,50926.0,105788271.0,125000000.0,1175933.0,Altcoin
2017,UBXS,UBXS,0.05,-0.7,-3.6,-5.9,95.5,257485.0,23627206.0,98000000.0,1172477.0,Altcoin
2018,Tyrion.finance,$TYRION,0.01,6.5,20.0,31.6,9.5,29927.0,208414601.0,1000000000.0,1164998.0,DeFi
2019,VEIL,VEIL,0.01,0.0,79.3,46.2,240.7,1781.0,134467796.0,155000000.0,1160741.0,Altcoin
2020,Crabada,CRA,0.0,-0.5,-14.3,153.3,1133.6,10730.0,355983565.0,1000000000.0,1158272.0,Altcoin
2021,Ycash,YEC,0.08,-4.5,8.7,32.7,83.1,4602.0,14426084.0,21000000.0,1156962.0,Altcoin
2022,WHEE,WHEE,0.06,0.5,11.7,15.4,-34.7,106027.0,21000000.0,21000000.0,1156065.0,Altcoin
2023,Flooring Protocol μCaptainz,ΜCAPTAINZ,0.01,-0.1,-2.7,-11.3,0.0,34470.0,141000000.0,141000000.0,1145651.0,Infrastructure/L1/L2
2024,PAC Protocol,PAC,0.0,-2.2,-5.6,-16.9,73.8,26239.0,17443914837.0,50000000000.0,1142137.0,Infrastructure/L1/L2
2025,Moove Protocol,MOOVE,0.09,-0.5,-3.3,-17.8,12.2,11088.0,12649480.0,23000000.0,1141552.0,Infrastructure/L1/L2
2026,Idavoll DAO,IDV,0.0,-0.1,1.5,6.7,36.6,74705.0,789037448.0,2000000000.0,1137912.0,Altcoin
2027,Legia Warsaw Fan Token,LEG,0.43,-1.3,0.5,5.5,0.6,9928.0,2677079.0,5000000.0,1137721.0,Altcoin
2028,Concentrator,CTR,0.68,-0.1,0.4,-5.7,74.5,8560.0,1670961.0,5000000.0,1136713.0,Altcoin
2029,MEVFree,MEVFREE,0.02,0.3,-5.5,-24.5,-68.4,26272.0,60000000.0,65000000.0,1136973.0,Altcoin
2030,Sperax USD,USDS,1.0,0.1,-0.8,-0.4,0.1,49455.0,1136228.0,1140000.0,1134736.0,Stablecoin
2031,Shibavax,SHIBX,0.0,-0.3,-8.0,31.8,364.1,1268.0,9723617356.0,10000000000.0,1131067.0,Memecoin
2032,Vigorus,VIS,0.0,0.4,10.9,7.3,112.8,16775.0,6312080748.0,6310000000.0,1130137.0,Altcoin
2033,PUMLx,PUMLX,0.01,0.1,-0.7,-6.6,-2.4,229612.0,123892858.0,495000000.0,1129226.0,Altcoin
2034,GM,GM,0.0,-0.1,3.4,-17.9,10.6,134450.0,477669287856.0,1000000000000.0,1128135.0,Altcoin
2035,Kick,KICK,0.01,-0.2,3.5,3.9,13.5,78943.0,121788138.0,122000000.0,1125477.0,Altcoin
2036,Solcial,SLCL,0.0,0.9,2.4,-21.8,19.8,3263.0,734636795.0,1000000000.0,1125336.0,Altcoin
2037,ETHPad,ETHPAD,0.01,-0.9,-8.3,-6.1,108.2,26430.0,137000000.0,1000000000.0,1114801.0,Altcoin
2038,Spore,SPORE,0.0,-0.8,-2.9,49.0,164.0,1519.0,3.27116992764957e+16,3.2700000000000004e+16,1114876.0,Altcoin
2039,IOI,IOI,0.03,0.1,-15.5,14.6,291.1,238697.0,36510000.0,37500000.0,1113894.0,Altcoin
2040,CryptoCart V2,CCV2,1.2,0.0,0.0,0.0,0.0,0.0,930358.0,1000000.0,1112196.0,Altcoin
2041,KING,KING,0.0,1.6,-1.2,15.0,0.4,147710.0,10000000000.0,10000000000.0,1100155.0,Altcoin
2042,Reddcoin,RDD,0.0,1.3,-31.6,-58.0,-54.0,7095.0,31090915762.0,0.0,1097551.0,Altcoin
2043,ISLAMICOIN,ISLAMI,0.0,0.1,-5.8,-6.3,-25.6,629201.0,2885348819.0,9370000000.0,1094491.0,Altcoin
2044,Dentacoin,DCN,0.0,0.0,0.1,17.9,3.3,16.65,710839308006.0,8000000000000.0,1093151.0,Altcoin
2045,Planeteer Social,PLANETEER,0.0,-0.2,-5.5,-91.6,-94.1,182.0,270000000.0,270000000.0,1092388.0,Altcoin
2046,Achain,ACT,0.0,0.0,-1.4,0.8,3.4,576889.0,857440445.0,1000000000.0,1091834.0,Infrastructure/L1/L2
2047,Behodler,EYE,0.2,0.0,-0.7,7.0,-16.0,236.0,5567882.0,9890000.0,1092117.0,Altcoin
2048,Team Vitality Fan Token,VIT,0.28,-0.2,1.1,5.9,30.3,320.0,3824208.0,7000000.0,1089768.0,Altcoin
2049,Drops Ownership Power,DOP,0.09,-0.1,-1.9,4.2,53.9,32709.0,12731652.0,15000000.0,1088817.0,Altcoin
2050,Cardstarter,CARDS,0.14,-0.2,0.4,66.7,116.4,1350.0,7697054.0,10000000.0,1087733.0,Altcoin
2051,Lunar [OLD],LNR,0.0,0.0,0.0,0.0,0.0,0.0,802145599318781.0,915000000000000.0,2349532.0,Altcoin
2052,xWIN Finance,XWIN,0.11,-0.5,-11.9,-7.0,1.8,8710.0,9926462.0,61000000.0,1084123.0,DeFi
2053,Web3Shot,W3S,0.41,0.2,-1.3,1.0,18.3,216267.0,2628500.0,100000000.0,1081830.0,Altcoin
2054,Sao Paulo FC Fan Token,SPFC,0.5,-1.0,-0.5,-5.6,2.9,68866.0,2175920.0,20000000.0,1080822.0,Altcoin
2055,Divergence Protocol,DIVER,0.01,-0.3,0.0,-0.6,11.5,236560.0,123873661.0,1000000000.0,1077191.0,Infrastructure/L1/L2
2056,Idexo,IDO,0.02,0.0,-0.3,0.0,26.8,74044.0,63312395.0,100000000.0,1075178.0,DeFi
2057,NerdBot,NERD,0.09,-0.3,-0.3,-24.2,0.0,322125.0,12201135.0,100000000.0,1074866.0,Altcoin
2058,Gamestarter,GAME,0.04,0.4,-0.7,4.0,64.4,19131.0,30185767.0,100000000.0,1074728.0,Altcoin
2059,Wins,WINS,0.02,0.1,0.6,1.2,17.5,2100.0,46038934.0,1000000000.0,1071332.0,Altcoin
2060,Lympo,LYM,0.0,-0.1,-9.6,27.8,59.4,101687.0,843500000.0,1000000000.0,1071120.0,Altcoin
2061,Koyo,KOY,0.0,1.6,0.0,-21.1,-49.2,6445.0,546671549.0,582000000.0,1071048.0,Altcoin
2062,İstanbul Başakşehir Fan Token,IBFK,0.95,-0.3,-1.5,1.1,-2.9,31186.0,1121890.0,3000000.0,1069520.0,Altcoin
2063,BlueMove,MOVE,0.02,1.0,13.9,1.4,-23.4,21266.0,63166666.0,300000000.0,1063327.0,Altcoin
2064,Konomi Network,KONO,0.03,0.0,-1.2,-20.4,53.4,328818.0,36689113.0,100000000.0,1061560.0,Infrastructure/L1/L2
2065,O3 Swap,O3,0.03,0.3,-5.5,-14.1,1.3,424919.0,35725692.0,40000000.0,1061532.0,DeFi
2066,Dacxi,DACXI,0.0,0.0,0.0,-4.2,-25.4,127981.0,1058655812.0,10000000000.0,1059004.0,Altcoin
2067,Green Planet,GAMMA,0.01,-1.4,-14.2,-6.3,61.8,758492.0,80515189.0,100000000.0,1057582.0,Altcoin
2068,SAVAGE,SAVG,0.0,-0.2,-4.5,-14.8,7.0,36320.0,479558744.0,1000000000.0,1057590.0,Altcoin
2069,Convergence,CONV,0.0,-0.5,-1.3,-5.5,7.9,289550.0,1998946315.0,10000000000.0,1052572.0,Altcoin
2070,Metavault DAO,MVD,5.06,0.5,0.5,2.5,3.7,3617.0,208060.0,216000.0,1050193.0,Altcoin
2071,Oddz,ODDZ,0.01,0.6,-12.5,-8.7,50.4,138286.0,89405704.0,100000000.0,1050299.0,Altcoin
2072,Siren,SI,0.05,0.0,0.0,0.0,0.0,0.0,22446120.0,100000000.0,1048660.0,Altcoin
2073,Liquidus,LIQ,0.06,-0.4,-7.9,-6.8,-10.5,39504.0,16497132.0,77000000.0,1049002.0,Altcoin
2074,Gold,GOLD,0.06,-0.1,3.2,4.3,-59.6,5088.0,16594987.0,21000000.0,1047701.0,Altcoin
2075,TOP Network,TOP,0.0,-0.5,2.4,4.3,21.2,16516875.0,4094181820.0,20000000000.0,1038606.0,Infrastructure/L1/L2
2076,Revenue Coin,RVC,0.0,18.5,-26.2,14.0,-8.6,5145.0,862441188.0,1730000000.0,1037773.0,Altcoin
2077,Galvan,IZE,0.0,-0.2,-3.6,-1.8,-2.4,37764.0,3241037934.0,3240000000.0,1037443.0,Altcoin
2078,Sheesha Finance Polygon,MSHEESHA,0.0,-0.4,4.9,39.0,341.0,30934.0,398703378.0,1000000000.0,1036661.0,DeFi
2079,YAM,YAM,0.07,-0.3,2.7,-0.8,27.0,40496.0,14790447.0,15200000.0,1029452.0,Altcoin
2080,BitSong,BTSG,0.01,-0.6,-4.1,-14.4,26.0,5140.0,108442198.0,122000000.0,1026319.0,Altcoin
2081,HeadStarter,HST,0.01,0.0,-4.3,-3.6,18.4,711.0,137170155.0,2500000000.0,1025200.0,Altcoin
2082,FOUR,FOUR,0.01,-1.0,-22.4,140.4,369.6,40604.0,191933901.0,400000000.0,1022374.0,Altcoin
2083,wLITI,WLITI,0.0,-0.1,4.4,23.9,20.3,8092.0,329175000.0,329000000.0,1019143.0,Altcoin
2084,CrossWallet,CWT,0.01,0.0,-12.5,-35.1,22.0,23849.0,125000000.0,125000000.0,1018101.0,Altcoin
2085,Curate,XCUR,0.02,0.1,11.9,1.8,44.3,200389.0,50000000.0,60000000.0,1018059.0,Altcoin
2086,Dingocoin,DINGO,0.0,-0.1,1.8,-25.3,-14.3,71588.0,103188057659.0,103000000000.0,1017883.0,Altcoin
2087,Libre,LIBRE,0.0,-0.1,-1.8,-2.3,-4.7,14480.0,904340800.0,904000000.0,1015319.0,Altcoin
2088,DePay,DEPAY,0.15,0.0,0.0,0.0,0.0,0.0,6658594.0,57000000.0,1005299.0,Altcoin
2089,Concentric.fi,CONE,3.46,0.3,-13.4,-39.1,12.8,41652.0,293836.0,294000.0,1013239.0,Altcoin
2090,Okratech,ORT,0.01,-1.6,-14.6,42.3,84.0,1306025.0,180100000.0,874000000.0,1008569.0,Altcoin
2091,cocktailbar.finance,COC,20.15,-0.1,6.5,136.0,124.9,11286.0,50000.0,50000.0,1006794.0,DeFi
2092,Genius,GENI,0.0,3.7,3.0,0.2,-12.5,3414.0,285338561018.0,0.0,1004072.0,Altcoin
2093,Canxium,CAU,2.46,1.1,61.4,142.8,666.3,65779.0,418757.0,514000.0,1002800.0,Altcoin
2094,DLP Duck,DUCK,0.02,0.1,-0.6,-5.8,14.0,55434.0,45274336.0,74800000.0,1002606.0,Altcoin
2095,XING,XING,0.07,0.0,0.0,0.0,0.0,0.0,21000000.0,21000000.0,1378072.0,Altcoin
2096,Conceal,CCX,0.05,-0.5,-5.6,51.1,36.3,80.93,21727228.0,200000000.0,995808.0,Altcoin
2097,Liquid Staked Flow,STFLOW,0.68,0.6,-3.6,-6.4,37.1,0.08,1453456.0,1450000.0,992423.0,Altcoin
2098,BeNFT Solutions,BEAI,0.58,-1.5,-8.3,-23.6,-45.8,278637.0,1700146.0,7000000.0,991780.0,Altcoin
2099,Raven Protocol,RAVEN,0.0,-0.5,-21.5,-27.1,-45.2,3905.0,4436646537.0,10000000000.0,989445.0,Infrastructure/L1/L2
2100,Sora,XOR,0.0,-9.7,-18.7,-27.1,-78.8,212374.0,1102610444.0,1110000000.0,989096.0,Altcoin
2101,IDLE,IDLE,0.18,-0.1,-0.6,-1.9,-3.0,1090.0,5441645.0,13000000.0,987952.0,Altcoin
2102,Triall,TRL,0.02,-0.1,-11.0,-19.7,6.0,6229.0,43703879.0,172000000.0,986869.0,Altcoin
2103,Nchart Token,CHART,0.1,0.1,-1.2,-10.6,48.3,20220.0,10000000.0,10000000.0,985996.0,Altcoin
2104,DegenReborn,DEGEN,0.0,-0.3,1.6,6.9,36.2,190314.0,9400000000000.0,9400000000000.0,979534.0,Altcoin
2105,Maro,MARO,0.0,-0.2,2.1,15.1,8.7,29792.0,988149992.0,985000000.0,976674.0,Altcoin
2106,Chaintools,CTLS,0.09,-0.2,1.3,49.6,13.8,489.0,10356051.0,11000000.0,974316.0,Infrastructure/L1/L2
2107,KleeKai,KLEE,0.0,-0.8,2.4,-9.1,11.3,44442.0,1e+17,1e+17,972125.0,Altcoin
2108,VNX Gold,VNXAU,64.39,-0.2,0.0,2.8,0.8,155524.0,15100.0,15100.0,971622.0,Altcoin
2109,Throne,THN,0.03,-0.3,-0.8,1.1,-10.9,1701796.0,30471152.0,1970000000.0,969677.0,Altcoin
2110,Gro DAO,GRO,0.06,0.0,-0.1,-5.7,-80.0,34.12,15621085.0,36300000.0,960843.0,Altcoin
2111,TruBadger,TRUBGR,0.0,-0.3,-9.7,-8.9,-2.9,156.0,467245792106982.0,1000000000000000.0,968776.0,Altcoin
2112,Populous,PPT,0.03,-0.8,-12.9,-17.6,-8.1,93337.0,36226899.0,53300000.0,964378.0,Altcoin
2113,Cope,COPE,0.05,-0.1,-0.3,20.0,22.5,718.0,19360000.0,50000000.0,963770.0,Altcoin
2114,Pika,PIKA,0.0,0.3,1.8,6.9,25.7,181.0,95874551883586.0,50000000000000.0,959754.0,Altcoin
2115,Furucombo,COMBO,0.02,-0.9,-0.1,-9.5,3.2,59940.0,44124746.0,100000000.0,957165.0,Altcoin
2116,SmartCredit,SMARTCREDIT,0.46,0.3,-2.0,-0.1,45.1,37254.0,2064096.0,25000000.0,954649.0,Altcoin
2117,ORPO,ORPO,0.16,0.0,0.0,0.0,0.0,0.0,8000000.0,8000000.0,1312450.0,Altcoin
2118,Shopping.io,SHOP,0.01,-0.1,-1.8,-12.5,3.6,14024.0,99612728.0,99600000.0,950656.0,Altcoin
2119,Sashimi,SASHIMI,0.0,0.2,-10.6,-5.8,13.5,38646.0,223697422.0,228000000.0,946798.0,Altcoin
2120,Changex,CHANGE,0.0,0.5,-1.1,-4.4,5.2,81968.0,190366422.0,406000000.0,945919.0,Altcoin
2121,Construct,STANDARD,0.1,0.3,-0.4,-5.3,-8.1,863.0,9315043.0,20000000.0,945698.0,Altcoin
2122,Bird.Money,BIRD,11.97,-0.9,-3.8,-4.0,39.9,362278.0,79114.0,140000.0,944995.0,Altcoin
2123,Maza,MZC,0.0,-0.1,-9.3,-6.6,-0.4,320.0,2220632350.0,2420000000.0,944546.0,Altcoin
2124,Rubidium,RBD,0.02,0.0,0.0,0.0,0.0,0.0,46524327.0,1000000000.0,925337.0,Altcoin
2125,Kava Swap,SWP,0.0,-0.1,0.0,0.1,-21.8,26070.0,189843741.0,250000000.0,941052.0,DeFi
2126,Spores Network,SPO,0.0,-0.4,2.0,11.5,115.5,59686.0,1058302432.0,5000000000.0,935202.0,Infrastructure/L1/L2
2127,Apollo,APL,0.0,2.2,1.4,18.3,-16.4,300385.0,14685096531.0,21200000000.0,930088.0,Altcoin
2128,BUX,BUX,0.01,-0.2,-3.2,36.6,-43.4,99.3,64853974.0,76400000.0,927445.0,Altcoin
2129,Stronger,STRNGR,1.68,-0.1,0.1,-4.4,22.6,4317.0,551712.0,10000000.0,926844.0,Altcoin
2130,Airbloc,ABL,0.0,-0.1,-1.0,-7.9,7.5,623.0,279158920.0,400000000.0,925600.0,Altcoin
2131,SafeMoon Inu,SMI,0.0,-0.1,2.4,-4.7,-10.2,141.0,1000000000000.0,1000000000000.0,925620.0,Altcoin
2132,Mars Ecosystem,XMS,0.0,-0.3,-7.1,0.1,127.4,4635.0,663798968.0,1000000000.0,921702.0,Altcoin
2133,Synapse Network,SNP,0.01,0.0,0.0,0.0,0.0,0.0,110788728.0,198000000.0,911860.0,Infrastructure/L1/L2
2134,McPepe's,PEPES,0.0,0.4,5.5,8.8,22.1,66680.0,100000000000.0,100000000000.0,919258.0,Altcoin
2135,BitcoinZ,BTCZ,0.0,0.3,-1.6,44.3,18.4,19781.0,12604557974.0,21000000000.0,919038.0,Infrastructure/L1/L2
2136,Benji Bananas,BENJI,0.0,0.1,-7.6,-15.3,59.4,1560321.0,187504907.0,2060000000.0,917840.0,Altcoin
2137,GoMeat,GOMT,0.41,0.0,-9.4,15.8,32.1,130.0,2234355.0,4940000.0,917386.0,Altcoin
2138,IBS,IBS,0.0,-2.5,0.1,-0.1,-15.8,1399.0,1079758511.0,1500000000.0,916861.0,Altcoin
2139,AMLT Network,AMLT,0.0,-0.1,-0.6,10.2,28.8,931.0,336085293.0,400000000.0,916591.0,Infrastructure/L1/L2
2140,Mobility Coin,MOBIC,0.0,-11.0,-9.9,1.3,-53.3,322.0,707793833.0,708000000.0,916032.0,Altcoin
2141,StellaSwap,STELLA,0.03,-0.3,-10.6,-16.6,55.8,16310.0,29266583.0,29300000.0,913453.0,DeFi
2142,B-cube.ai,BCUBE,0.05,-0.1,-6.3,-13.3,-14.6,4830.0,20177510.0,49700000.0,913418.0,Altcoin
2143,Nifty League,NFTL,0.0,-0.1,0.9,-0.9,160.1,38.55,675641825.0,751000000.0,912931.0,Altcoin
2144,Mycelium,MYC,0.0,0.5,134.2,47.4,94.6,383.0,568503411.0,621000000.0,912073.0,Altcoin
2145,Platypus Finance,PTP,0.01,-0.6,-20.0,-30.5,30.3,66070.0,74249061.0,300000000.0,911776.0,DeFi
2146,Revomon,REVO,0.03,-0.5,-12.4,10.0,72.2,14666.0,31564140.0,46000000.0,910731.0,Altcoin
2147,ChainSwap,CHAINS,0.0,-2.0,3.5,-37.8,0.0,37286.0,546392234.0,1000000000.0,909247.0,Infrastructure/L1/L2
2148,BISO,BISO,0.0,-1.4,20.4,173.5,937.1,403534.0,210000000.0,210000000.0,908207.0,Altcoin
2149,Paysenger EGO,EGO,0.02,0.8,-0.9,-8.3,-15.1,596459.0,48692855.0,500000000.0,906191.0,Altcoin
2150,Honest,HNST,0.01,-0.1,-2.0,1.5,5.1,3673.0,150666667.0,400000000.0,905492.0,Altcoin
2151,GetKicks,KICKS,0.0,3.2,17.6,31.5,36.7,1815504.0,1514551587.0,5000000000.0,901925.0,Altcoin
2152,BattleFly,GFLY,0.28,1.7,3.8,0.8,9.3,4565.0,3178776.0,3180000.0,895531.0,Altcoin
2153,VNX Swiss Franc,VCHF,1.12,-0.3,-0.3,0.1,1.0,64538.0,790393.0,790000.0,887735.0,Altcoin
2154,Unicly,UNIC,1.91,-0.2,0.3,1.6,14.9,123694.0,464708.0,465000.0,887618.0,Altcoin
2155,Trava Finance,TRAVA,0.0,-0.8,-8.6,73.9,136.9,143652.0,1567447255.0,5000000000.0,887234.0,DeFi
2156,Speciex,SPEX,0.01,-12.5,11.6,-14.3,-22.5,3831.0,149995000.0,1500000000.0,884277.0,Altcoin
2157,Mad Meerkat Optimizer,MMO,0.19,-0.2,1.5,-10.3,108.4,1999.0,4737931.0,2810000.0,884599.0,Altcoin
2158,Tokenomy,TEN,0.01,-0.1,1.6,-0.6,9.1,1340.0,115497435.0,200000000.0,878737.0,Altcoin
2159,Kepple [OLD],QLC,0.0,0.3,-1.4,-91.4,-90.7,11.93,600000000.0,600000000.0,874967.0,Altcoin
2160,WaykiChain,WICC,0.0,-2.7,-0.9,2.3,7.2,536067.0,210000000.0,210000000.0,874002.0,Infrastructure/L1/L2
2161,Flooring Protocol μY00ts,ΜY00TS,0.0,-0.1,5.0,-1.6,0.0,107708.0,718000000.0,718000000.0,873755.0,Infrastructure/L1/L2
2162,Futureswap,FST,0.03,-0.6,-11.8,16.1,40.0,269345.0,34145345.0,34100000.0,872704.0,DeFi
2163,SocialGood,SG,0.05,0.1,3.9,-3.5,-14.9,266051.0,18393414.0,20400000.0,868080.0,Altcoin
2164,Ideaology,IDEA,0.0,0.5,7.9,13.0,141.0,232637.0,500000000.0,500000000.0,867921.0,Altcoin
2165,DexKit,KIT,0.29,0.5,2.3,0.1,30.1,22598.0,3000000.0,10000000.0,867645.0,DeFi
2166,Templar DAO,TEM,1.39,0.0,-9.8,-15.9,2.0,3216.0,621652.0,534000.0,867105.0,Altcoin
2167,FlypMe,FYP,0.05,0.2,-1.5,78.4,10.2,8.16,16932115.0,35300000.0,863593.0,Altcoin
2168,Kalkulus,KLKS,0.04,0.0,0.0,0.0,0.0,0.0,20101693.0,20000000.0,848516.0,Altcoin
2169,Archi Token,ARCHI,0.32,-0.1,3.4,-26.3,-1.3,9665.0,2698020.0,10000000.0,860836.0,Altcoin
2170,FourCoin,FOUR,0.0,-0.5,-8.8,16.2,35.2,762877.0,444000000000.0,444000000000.0,860188.0,Altcoin
2171,Gather,GTH,0.0,0.8,-6.6,34.6,135.5,53138.0,367237827.0,441000000.0,857715.0,Altcoin
2172,ARTH,ARTH,1.97,0.0,0.0,0.0,0.0,0.0,439909.0,440000.0,866921.0,Altcoin
2173,Acorn Protocol,ACN,0.0,0.0,6.5,6.1,-27.4,37227.0,9048119633.0,10000000000.0,855231.0,Infrastructure/L1/L2
2174,JDB,JDB,0.01,-0.1,5.9,-7.7,-46.4,3821.0,100000000.0,100000000.0,853539.0,Altcoin
2175,Aion,AION,0.0,-0.1,0.1,-1.6,1.1,8.53,526916681.0,487000000.0,852200.0,Altcoin
2176,MeowCoin,MEWC,0.0,0.4,-6.7,98.5,91.2,8718.0,3164960557.0,3170000000.0,850122.0,Altcoin
2177,Xion Finance,XGT,0.01,0.0,22.7,82.8,145.4,2006.0,140824750.0,1000000000.0,848404.0,DeFi
2178,ZYX,ZYX,0.01,0.0,0.0,0.0,0.0,0.0,125614499.0,222000000.0,1019352.0,Altcoin
2179,Flourishing AI,AI,0.04,-0.4,15.2,263.0,470.3,22508.0,23700337.0,55000000.0,847283.0,Altcoin
2180,Heroes & Empires,HE,0.0,-0.3,1.9,27.8,43.3,48799.0,471187499.0,1000000000.0,846684.0,Altcoin
2181,Risitas,RISITA,0.0,-0.1,3.4,44.3,98.2,551.0,27414805606.0,42100000000.0,845614.0,Altcoin
2182,Effect Network,EFX,0.0,0.0,-0.1,9.5,41.3,208.0,206668526.0,650000000.0,842235.0,Infrastructure/L1/L2
2183,NFT Art Finance,NFTART,0.0,-0.8,-7.1,-14.0,23.7,1190.0,2.49300055850165e+16,1e+17,841768.0,DeFi
2184,Metaverse ETP,ETP,0.01,-0.2,0.0,-12.7,-5.2,26099.0,84354485.0,100000000.0,841042.0,Altcoin
2185,VNX EURO,VEUR,1.09,-0.5,-1.0,0.2,2.6,131615.0,771518.0,772000.0,839460.0,Stablecoin
2186,Gameflip,FLP,0.01,46.1,168.2,57.9,56.7,6894.0,56400000.0,100000000.0,839247.0,Altcoin
2187,NFTLaunch,NFTL,0.01,0.2,-6.9,-8.7,73.0,28506.0,135000000.0,135000000.0,839039.0,Altcoin
2188,Nord Finance,NORD,0.13,-0.6,-3.2,25.1,17.4,203752.0,6686249.0,9100000.0,838501.0,DeFi
2189,NFTY,NFTY,0.0,-0.4,7.4,15.8,9.1,103709.0,556620633.0,510000000.0,836868.0,Altcoin
2190,Unbound Finance,UNB,0.0,-1.0,20.0,11.0,108.3,178950.0,974000000.0,10000000000.0,836834.0,DeFi
2191,Bread,BRD,0.01,0.2,0.9,0.9,-3.9,0.01,85775321.0,88900000.0,830601.0,Altcoin
2192,Coinzix Token,ZIX,0.0,0.3,-2.6,4.4,15.0,469841.0,4490836949.0,6000000000.0,828358.0,Altcoin
2193,Voxel X Network,VXL,0.0,0.3,0.7,5.1,-5.2,55610.0,260092434.0,500000000.0,826069.0,Infrastructure/L1/L2
2194,Archimedes Finance,ARCH,3.01,0.4,1.4,0.5,9.9,105843.0,274945.0,100000000.0,825643.0,DeFi
2195,ZilSwap,ZWAP,1.11,0.4,-2.9,-7.6,28.2,291.0,739896.0,1000000.0,824244.0,DeFi
2196,Generaitiv,GAI,0.11,-0.1,-3.3,14.1,-14.2,5229.0,7520963.0,10000000.0,823113.0,Altcoin
2197,Sombra,SMBR,0.02,0.0,-10.1,-10.9,10.4,509.0,50000000.0,50000000.0,821351.0,Altcoin
2198,Unique Network,UNQ,0.0,-2.5,2.0,5.6,-0.8,51814.0,222209294.0,1040000000.0,820909.0,Infrastructure/L1/L2
2199,Humaniq,HMQ,0.0,31.6,-0.4,9.6,19.5,39085.0,188221025.0,207000000.0,819297.0,Altcoin
2200,Zyberswap,ZYB,0.14,0.7,24.4,95.2,173.4,78814.0,5770583.0,5770000.0,818778.0,DeFi
2201,DPRating,RATING,0.0,-0.2,-6.2,-5.3,-9.1,31525.0,4400468316.0,10000000000.0,817659.0,Altcoin
2202,Unit Protocol,DUCK,0.0,-1.6,-11.1,-3.6,116.5,41898.0,379609359.0,1020000000.0,816269.0,Infrastructure/L1/L2
2203,VCGamers,VCG,0.01,0.6,0.9,3.0,15.7,17589.0,99998911.0,100000000.0,814807.0,Altcoin
2204,Opium,OPIUM,0.05,0.2,-9.8,-10.6,1.6,293534.0,16403622.0,100000000.0,814693.0,Altcoin
